AAPL_x,AAPL_y
236,3.1415968
237,3.1415968
238,3.1415968
239,3.1415968
240,3.1415968
241,3.1415968
242,3.1415968
243,3.1415968
244,3.1415968
245,3.1415968
246,3.1415968
247,3.1415968
248,3.1415968
249,3.1415968
250,3.1415968
251,3.1415968
252,3.1415968
253,3.1415968
254,3.1415968
255,3.1415968
256,3.1415968
257,3.1415968
258,3.1415968
259,3.1415968
260,3.1415968
261,3.1415968
262,3.1415968
263,3.1415968
264,3.1415968
265,3.1415968
266,3.1415968
267,3.1415968
268,3.1415968
269,3.1415968
270,3.1415968
271,3.1415968
272,3.1415968
273,3.1415968
274,3.1415968
275,3.1415968
276,3.1415968
277,3.1415968
278,3.1415968
279,3.1415968
280,3.1415968
281,3.1415968
282,3.1415968
283,3.1415968
284,3.1415968
285,3.1415968
286,3.1415968
287,3.1415968
288,3.1415968
289,3.1415968
290,3.1415968
291,3.1415968
292,3.1415968
293,3.1415968
294,3.1415968
295,3.1415968
296,3.1415968
297,3.1415968
298,3.1415968
299,3.1415968
300,3.1415968
301,3.1415968
302,3.1415968
303,3.1415968
304,3.1415968
305,3.1415968
306,3.1415968
307,3.1415968
308,3.1415968
309,3.1415968
310,3.1415968
311,3.1415968
312,3.1415968
313,3.1415968
314,3.1415968
315,3.1415968
316,3.1415968
317,3.1415968
318,3.1415968
319,3.1415968
320,3.1415968
321,3.1415968
322,3.1415968
323,3.1415968
324,3.1415968
325,3.1415968
326,3.1415968
327,3.1415968
328,3.1415968
329,3.1415968
330,3.1415968
331,3.1415968
332,3.1415968
333,3.1415968
334,3.1415968
335,3.1415968
336,3.1415968
337,3.1415968
338,3.1415968
339,3.1415968
340,3.1415968
341,3.1415968
342,3.1415968
343,3.1415968
344,3.1415968
345,3.1415968
346,3.1415968
347,3.1415968
348,3.1415968
349,3.1415968
350,3.1415968
351,3.1415968
352,3.1415968
353,3.1415968
354,3.1415968
355,3.1415968
356,3.1415968
357,3.1415968
358,3.1415968
359,3.1415968
360,3.1415968
361,3.1415968
362,3.1415968
363,3.1415968
364,3.1415968
365,3.1415968
366,3.1415968
367,3.1415968
368,3.1415968
369,3.1415968
370,3.1415968
371,3.1415968
372,3.1415968
373,3.1415968
374,3.1415968
375,3.1415968
376,3.1415968
377,3.1415968
378,3.1415968
379,3.1415968
380,3.1415968
381,3.1415968
382,3.1415968
383,3.1415968
384,3.1415968
385,3.1415968
386,3.1415968
387,3.1415968
388,3.1415968
389,3.1415968
390,3.1415968
391,3.1415968
392,3.1415968
393,3.1415968
394,3.1415968
395,3.1415968
396,3.1415968
397,3.1415968
398,3.1415968
399,3.1415968
400,3.1415968
401,3.1415968
402,3.1415968
403,3.1415968
404,3.1415968
405,3.1415968
406,3.1415968
407,3.1415968
408,3.1415968
409,3.1415968
410,3.1415968
411,3.1415968
412,3.1415968
413,3.1415968
414,3.1415968
415,3.1415968
416,3.1415968
417,3.1415968
418,3.1415968
419,3.1415968
420,3.1415968
421,3.1415968
422,3.1415968
423,3.1415968
424,3.1415968
425,3.1415968
426,3.1415968
427,3.1415968
428,3.1415968
429,3.1415968
430,3.1415968
431,3.1415968
432,3.1415968
433,3.1415968
434,3.1415968
435,3.1415968
436,3.1415968
437,3.1415968
438,3.1415968
439,3.1415968
440,3.1415968
441,3.1415968
442,3.1415968
443,3.1415968
444,3.1415968
445,3.1415968
446,3.1415968
447,3.1415968
448,3.1415968
449,3.1415968
450,3.1415968
451,3.1415968
452,3.1415968
453,3.1415968
454,3.1415968
455,3.1415968
456,3.1415968
457,3.1415968
458,3.1415968
459,3.1415968
460,3.1415968
461,3.1415968
462,3.1415968
463,3.1415968
464,3.1415968
465,3.1415968
466,3.1415968
467,3.1415968
468,3.1415968
469,3.1415968
470,3.1415968
471,3.1415968
472,3.1415968
473,3.1415968
474,3.1415968
475,3.1415968
476,3.1415968
477,3.1415968
478,3.1415968
479,3.1415968
480,3.1415968
481,3.1415968
482,3.1415968
483,3.1415968
484,3.1415968
485,3.1415968
486,3.1415968
487,3.1415968
488,3.1415968
489,3.1415968
490,3.1415968
491,3.1415968
492,3.1415968
493,3.1415968
494,3.1415968
495,3.1415968
496,3.1415968
497,3.1415968
498,3.1415968
499,3.1415968
500,3.1415968
501,3.1415968
502,3.1415968
503,3.1415968
504,3.1415968
505,3.1415968
506,3.1415968
507,3.1415968
508,3.1415968
509,3.1415968
510,3.1415968
511,3.1415968
512,3.1415968
513,3.1415968
514,3.1415968
515,3.1415968
516,3.1415968
517,3.1415968
518,3.1415968
519,3.1415968
520,3.1415968
521,3.1415968
522,3.1415968
523,3.1415968
524,3.1415968
525,3.1415968
526,3.1415968
527,3.1415968
528,3.1415968
529,3.1415968
530,3.1415968
531,3.1415968
532,3.1415968
533,3.1415968
534,3.1415968
535,3.1415968
536,3.1415968
537,3.1415968
538,3.1415968
539,3.1415968
540,3.1415968
541,3.1415968
542,3.1415968
543,3.1415968
544,3.1415968
545,3.1415968
546,3.1415968
547,3.1415968
548,3.1415968
549,3.1415968
550,3.1415968
551,3.1415968
552,3.1415968
553,3.1415968
554,3.1415968
555,3.1415968
556,3.1415968
557,3.1415968
558,3.1415968
559,3.1415968
560,3.1415968
561,3.1415968
562,3.1415968
563,3.1415968
564,3.1415968
565,3.1415968
566,3.1415968
567,3.1415968
568,3.1415968
569,3.1415968
570,3.1415968
571,3.1415968
572,3.1415968
573,3.1415968
574,3.1415968
575,3.1415968
576,3.1415968
577,3.1415968
578,3.1415968
579,3.1415968
580,3.1415968
581,3.1415968
582,3.1415968
583,3.1415968
584,3.1415968
585,3.1415968
586,3.1415968
587,3.1415968
588,3.1415968
589,3.1415968
590,3.1415968
591,3.1415968
592,3.1415968
593,3.1415968
594,3.1415968
595,3.1415968
596,3.1415968
597,3.1415968
598,3.1415968
599,3.1415968
600,3.1415968
601,3.1415968
602,3.1415968
603,3.1415968
604,3.1415968
605,3.1415968
606,3.1415968
607,3.1415968
608,3.1415968
609,3.1415968
610,3.1415968
611,3.1415968
612,3.1415968
613,3.1415968
614,3.1415968
615,3.1415968
616,3.1415968
617,3.1415968
618,3.1415968
619,3.1415968
620,3.1415968
621,3.1415968
622,3.1415968
623,3.1415968
624,3.1415968
625,3.1415968
626,3.1415968
627,3.1415968
628,3.1415968
629,3.1415968
630,3.1415968
631,3.1415968
632,3.1415968
633,3.1415968
634,3.1415968
635,3.1415968
636,3.1415968
637,3.1415968
638,3.1415968
639,3.1415968
640,3.1415968
641,3.1415968
642,3.1415968
643,3.1415968
644,3.1415968
645,3.1415968
646,3.1415968
647,3.1415968
648,3.1415968
649,3.1415968
650,3.1415968
651,3.1415968
652,3.1415968
653,3.1415968
654,3.1415968
655,3.1415968
656,3.1415968
657,3.1415968
658,3.1415968
659,3.1415968
660,3.1415968
661,3.1415968
662,3.1415968
663,3.1415968
664,3.1415968
665,3.1415968
666,3.1415968
667,3.1415968
668,3.1415968
669,3.1415968
670,3.1415968
671,3.1415968
672,3.1415968
673,3.1415968
674,3.1415968
675,3.1415968
676,3.1415968
677,3.1415968
678,3.1415968
679,3.1415968
680,3.1415968
681,3.1415968
682,3.1415968
683,3.1415968
684,3.1415968
685,3.1415968
686,3.1415968
687,3.1415968
688,3.1415968
689,3.1415968
690,3.1415968
691,3.1415968
692,3.1415968
693,3.1415968
694,3.1415968
695,3.1415968
696,3.1415968
697,3.1415968
698,3.1415968
699,3.1415968
700,3.1415968
701,3.1415968
702,3.1415968
703,3.1415968
704,3.1415968
705,3.1415968
706,3.1415968
707,3.1415968
708,3.1415968
709,3.1415968
710,3.1415968
711,3.1415968
712,3.1415968
713,3.1415968
714,3.1415968
715,3.1415968
716,3.1415968
717,3.1415968
718,3.1415968
719,3.1415968
720,3.1415968
721,3.1415968
722,3.1415968
723,3.1415968
724,3.1415968
725,3.1415968
726,3.1415968
727,3.1415968
728,3.1415968
729,3.1415968
730,3.1415968
731,3.1415968
732,3.1415968
733,3.1415968
734,3.1415968
735,3.1415968
736,3.1415968
737,3.1415968
738,3.1415968
739,3.1415968
740,3.1415968
741,3.1415968
742,3.1415968
743,3.1415968
744,3.1415968
745,3.1415968
746,3.1415968
747,3.1415968
748,3.1415968
749,3.1415968
750,3.1415968
751,3.1415968
752,3.1415968
753,3.1415968
754,3.1415968
755,3.1415968
756,3.1415968
757,3.1415968
758,3.1415968
759,3.1415968
760,3.1415968
761,3.1415968
762,3.1415968
763,3.1415968
764,3.1415968
765,3.1415968
766,3.1415968
767,3.1415968
768,3.1415968
769,3.1415968
770,3.1415968
771,3.1415968
772,3.1415968
773,3.1415968
774,3.1415968
775,3.1415968
776,3.1415968
777,3.1415968
778,3.1415968
779,3.1415968
780,3.1415968
781,3.1415968
782,3.1415968
783,3.1415968
784,3.1415968
785,3.1415968
786,3.1415968
787,3.1415968
788,3.1415968
789,3.1415968
790,3.1415968
791,3.1415968
792,3.1415968
793,3.1415968
794,3.1415968
795,3.1415968
796,3.1415968
797,3.1415968
798,3.1415968
799,3.1415968
800,3.1415968
801,3.1415968
802,3.1415968
803,3.1415968
804,3.1415968
805,3.1415968
806,3.1415968
807,3.1415968
808,3.1415968
809,3.1415968
810,3.1415968
811,3.1415968
812,3.1415968
813,3.1415968
814,3.1415968
815,3.1415968
816,3.1415968
817,3.1415968
818,3.1415968
819,3.1415968
820,3.1415968
821,3.1415968
822,3.1415968
823,3.1415968
824,3.1415968
825,3.1415968
826,3.1415968
827,3.1415968
828,3.1415968
829,3.1415968
830,3.1415968
831,3.1415968
832,3.1415968
833,3.1415968
834,3.1415968
835,3.1415968
836,3.1415968
837,3.1415968
838,3.1415968
839,3.1415968
840,3.1415968
841,3.1415968
842,3.1415968
843,3.1415968
844,3.1415968
845,3.1415968
846,3.1415968
847,3.1415968
848,3.1415968
849,3.1415968
850,3.1415968
851,3.1415968
852,3.1415968
853,3.1415968
854,3.1415968
855,3.1415968
856,3.1415968
857,3.1415968
858,3.1415968
859,3.1415968
860,3.1415968
861,3.1415968
862,3.1415968
863,3.1415968
864,3.1415968
865,3.1415968
866,3.1415968
867,3.1415968
868,3.1415968
869,3.1415968
870,3.1415968
871,3.1415968
872,3.1415968
873,3.1415968
874,3.1415968
875,3.1415968
876,3.1415968
877,3.1415968
878,3.1415968
879,3.1415968
880,3.1415968
881,3.1415968
882,3.1415968
883,3.1415968
884,3.1415968
885,3.1415968
886,3.1415968
887,3.1415968
888,3.1415968
889,3.1415968
890,3.1415968
891,3.1415968
892,3.1415968
893,3.1415968
894,3.1415968
895,3.1415968
896,3.1415968
897,3.1415968
898,3.1415968
899,3.1415968
900,3.1415968
901,3.1415968
902,3.1415968
903,3.1415968
904,3.1415968
905,3.1415968
906,3.1415968
907,3.1415968
908,3.1415968
909,3.1415968
910,3.1415968
911,3.1415968
912,3.1415968
913,3.1415968
914,3.1415968
915,3.1415968
916,3.1415968
917,3.1415968
918,3.1415968
919,3.1415968
920,3.1415968
921,3.1415968
922,3.1415968
923,3.1415968
924,3.1415968
925,3.1415968
926,3.1415968
927,3.1415968
928,3.1415968
929,3.1415968
930,3.1415968
931,3.1415968
932,3.1415968
933,3.1415968
934,3.1415968
935,3.1415968
936,3.1415968
937,3.1415968
938,3.1415968
939,3.1415968
940,3.1415968
941,3.1415968
942,3.1415968
943,3.1415968
944,3.1415968
945,3.1415968
946,3.1415968
947,3.1415968
948,3.1415968
949,3.1415968
950,3.1415968
951,3.1415968
952,3.1415968
953,3.1415968
954,3.1415968
955,3.1415968
956,3.1415968
957,3.1415968
958,3.1415968
959,3.1415968
960,3.1415968
961,3.1415968
962,3.1415968
963,3.1415968
964,3.1415968
965,3.1415968
966,3.1415968
967,3.1415968
968,3.1415968
969,3.1415968
970,3.1415968
971,3.1415968
972,3.1415968
973,3.1415968
974,3.1415968
975,3.1415968
976,3.1415968
977,3.1415968
978,3.1415968
979,3.1415968
980,3.1415968
981,3.1415968
982,3.1415968
983,3.1415968
984,3.1415968
985,3.1415968
986,3.1415968
987,3.1415968
988,3.1415968
989,3.1415968
990,3.1415968
991,3.1415968
992,3.1415968
993,3.1415968
994,3.1415968
995,3.1415968
996,3.1415968
997,3.1415968
998,3.1415968
999,3.1415968
1000,3.1415968
1001,3.1415968
1002,3.1415968
1003,3.1415968
1004,3.1415968
1005,3.1415968
1006,3.1415968
1007,3.1415968
1008,3.1415968
1009,3.1415968
1010,3.1415968
1011,3.1415968
1012,3.1415968
1013,3.1415968
1014,3.1415968
1015,3.1415968
1016,3.1415968
1017,3.1415968
1018,3.1415968
1019,3.1415968
1020,3.1415968
1021,3.1415968
1022,3.1415968
1023,3.1415968
1024,3.1415968
1025,3.1415968
1026,3.1415968
1027,3.1415968
1028,3.1415968
1029,3.1415968
1030,3.1415968
1031,3.1415968
1032,3.1415968
1033,3.1415968
1034,3.1415968
1035,3.1415968
1036,3.1415968
1037,3.1415968
1038,3.1415968
1039,3.1415968
1040,3.1415968
1041,3.1415968
1042,3.1415968
1043,3.1415968
1044,3.1415968
1045,3.1415968
1046,3.1415968
1047,3.1415968
1048,3.1415968
1049,3.1415968
1050,3.1415968
1051,3.1415968
1052,3.1415968
1053,3.1415968
1054,3.1415968
1055,3.1415968
1056,3.1415968
1057,3.1415968
1058,3.1415968
1059,3.1415968
1060,3.1415968
1061,3.1415968
1062,3.1415968
1063,3.1415968
1064,3.1415968
1065,3.1415968
1066,3.1415968
1067,3.1415968
1068,3.1415968
1069,3.1415968
1070,3.1415968
1071,3.1415968
1072,3.1415968
1073,3.1415968
1074,3.1415968
1075,3.1415968
1076,3.1415968
1077,3.1415968
1078,3.1415968
1079,3.1415968
1080,3.1415968
1081,3.1415968
1082,3.1415968
1083,3.1415968
1084,3.1415968
1085,3.1415968
1086,3.1415968
1087,3.1415968
1088,3.1415968
1089,3.1415968
1090,3.1415968
1091,3.1415968
1092,3.1415968
1093,3.1415968
1094,3.1415968
1095,3.1415968
1096,3.1415968
1097,3.1415968
1098,3.1415968
1099,3.1415968
1100,3.1415968
1101,3.1415968
1102,3.1415968
1103,3.1415968
1104,3.1415968
1105,3.1415968
1106,3.1415968
1107,3.1415968
1108,3.1415968
1109,3.1415968
1110,3.1415968
1111,3.1415968
1112,3.1415968
1113,3.1415968
1114,3.1415968
1115,3.1415968
1116,3.1415968
1117,3.1415968
1118,3.1415968
1119,3.1415968
1120,3.1415968
1121,3.1415968
1122,3.1415968
1123,3.1415968
1124,3.1415968
1125,3.1415968
1126,3.1415968
1127,3.1415968
1128,3.1415968
1129,3.1415968
1130,3.1415968
1131,3.1415968
1132,3.1415968
1133,3.1415968
1134,3.1415968
1135,3.1415968
1136,3.1415968
1137,3.1415968
1138,3.1415968
1139,3.1415968
1140,3.1415968
1141,3.1415968
1142,3.1415968
1143,3.1415968
1144,3.1415968
1145,3.1415968
1146,3.1415968
1147,3.1415968
1148,3.1415968
1149,3.1415968
1150,3.1415968
1151,3.1415968
1152,3.1415968
1153,3.1415968
1154,3.1415968
1155,3.1415968
1156,3.1415968
1157,3.1415968
1158,3.1415968
1159,3.1415968
1160,3.1415968
1161,3.1415968
1162,3.1415968
1163,3.1415968
1164,3.1415968
1165,3.1415968
1166,3.1415968
1167,3.1415968
1168,3.1415968
1169,3.1415968
1170,3.1415968
1171,3.1415968
1172,3.1415968
1173,3.1415968
1174,3.1415968
1175,3.1415968
1176,3.1415968
1177,3.1415968
1178,3.1415968
1179,3.1415968
1180,3.1415968
1181,3.1415968
1182,3.1415968
1183,3.1415968
1184,3.1415968
1185,3.1415968
1186,3.1415968
1187,3.1415968
1188,3.1415968
1189,3.1415968
1190,3.1415968
1191,3.1415968
1192,3.1415968
1193,3.1415968
1194,3.1415968
1195,3.1415968
1196,3.1415968
1197,3.1415968
1198,3.1415968
1199,3.1415968
1200,3.1415968
1201,3.1415968
1202,3.1415968
1203,3.1415968
1204,3.1415968
1205,3.1415968
1206,3.1415968
1207,3.1415968
1208,3.1415968
1209,3.1415968
1210,3.1415968
1211,3.1415968
1212,3.1415968
1213,3.1415968
1214,3.1415968
1215,3.1415968
1216,3.1415968
1217,3.1415968
1218,3.1415968
1219,3.1415968
1220,3.1415968
1221,3.1415968
1222,3.1415968
1223,3.1415968
1224,3.1415968
1225,3.1415968
1226,3.1415968
1227,3.1415968
1228,3.1415968
1229,3.1415968
1230,3.1415968
1231,3.1415968
1232,3.1415968
1233,3.1415968
1234,3.1415968
1235,3.1415968
1236,3.1415968
1237,3.1415968
1238,3.1415968
1239,3.1415968
1240,3.1415968
1241,3.1415968
1242,3.1415968
1243,3.1415968
1244,3.1415968
1245,3.1415968
1246,3.1415968
1247,3.1415968
1248,3.1415968
1249,3.1415968
1250,3.1415968
1251,3.1415968
1252,3.1415968
1253,3.1415968
1254,3.1415968
1255,3.1415968
1256,3.1415968
1257,3.1415968
1258,3.1415968
1259,3.1415968
1260,3.1415968
1261,3.1415968
1262,3.1415968
1263,3.1415968
1264,3.1415968
1265,3.1415968
1266,3.1415968
1267,3.1415968
1268,3.1415968
1269,3.1415968
1270,3.1415968
1271,3.1415968
1272,3.1415968
1273,3.1415968
1274,3.1415968
1275,3.1415968
1276,3.1415968
1277,3.1415968
1278,3.1415968
1279,3.1415968
1280,3.1415968
1281,3.1415968
1282,3.1415968
1283,3.1415968
1284,3.1415968
1285,3.1415968
1286,3.1415968
1287,3.1415968
1288,3.1415968
1289,3.1415968
1290,3.1415968
1291,3.1415968
1292,3.1415968
1293,3.1415968
1294,3.1415968
1295,3.1415968
1296,3.1415968
1297,3.1415968
1298,3.1415968
1299,3.1415968
1300,3.1415968
1301,3.1415968
1302,3.1415968
1303,3.1415968
1304,3.1415968
1305,3.1415968
1306,3.1415968
1307,3.1415968
1308,3.1415968
1309,3.1415968
1310,3.1415968
1311,3.1415968
1312,3.1415968
1313,3.1415968
1314,3.1415968
1315,3.1415968
1316,3.1415968
1317,3.1415968
1318,3.1415968
1319,3.1415968
1320,3.1415968
1321,3.1415968
1322,3.1415968
1323,3.1415968
1324,3.1415968
1325,3.1415968
1326,3.1415968
1327,3.1415968
1328,3.1415968
1329,3.1415968
1330,3.1415968
1331,3.1415968
1332,3.1415968
1333,3.1415968
1334,3.1415968
1335,3.1415968
1336,3.1415968
1337,3.1415968
1338,3.1415968
1339,3.1415968
1340,3.1415968
1341,3.1415968
1342,3.1415968
1343,3.1415968
1344,3.1415968
1345,3.1415968
1346,3.1415968
1347,3.1415968
1348,3.1415968
1349,3.1415968
1350,3.1415968
1351,3.1415968
1352,3.1415968
1353,3.1415968
1354,3.1415968
1355,3.1415968
1356,3.1415968
1357,3.1415968
1358,3.1415968
1359,3.1415968
1360,3.1415968
1361,3.1415968
1362,3.1415968
1363,3.1415968
1364,3.1415968
1365,3.1415968
1366,3.1415968
1367,3.1415968
1368,3.1415968
1369,3.1415968
1370,3.1415968
1371,3.1415968
1372,3.1415968
1373,3.1415968
1374,3.1415968
1375,3.1415968
1376,3.1415968
1377,3.1415968
1378,3.1415968
1379,3.1415968
1380,3.1415968
1381,3.1415968
1382,3.1415968
1383,3.1415968
1384,3.1415968
1385,3.1415968
1386,3.1415968
1387,3.1415968
1388,3.1415968
1389,3.1415968
1390,3.1415968
1391,3.1415968
1392,3.1415968
1393,3.1415968
1394,3.1415968
1395,3.1415968
1396,3.1415968
1397,3.1415968
1398,3.1415968
1399,3.1415968
1400,3.1415968
1401,3.1415968
1402,3.1415968
1403,3.1415968
1404,3.1415968
1405,3.1415968
1406,3.1415968
1407,3.1415968
1408,3.1415968
1409,3.1415968
1410,3.1415968
1411,3.1415968
1412,3.1415968
1413,3.1415968
1414,3.1415968
1415,3.1415968
1416,3.1415968
1417,3.1415968
1418,3.1415968
1419,3.1415968
1420,3.1415968
1421,3.1415968
1422,3.1415968
1423,3.1415968
1424,3.1415968
1425,3.1415968
1426,3.1415968
1427,3.1415968
1428,3.1415968
1429,3.1415968
1430,3.1415968
1431,3.1415968
1432,3.1415968
1433,3.1415968
1434,3.1415968
1435,3.1415968
1436,3.1415968
1437,3.1415968
1438,3.1415968
1439,3.1415968
1440,3.1415968
1441,3.1415968
1442,3.1415968
1443,3.1415968
1444,3.1415968
1445,3.1415968
1446,3.1415968
1447,3.1415968
1448,3.1415968
1449,3.1415968
1450,3.1415968
1451,3.1415968
1452,3.1415968
1453,3.1415968
1454,3.1415968
1455,3.1415968
1456,3.1415968
1457,3.1415968
1458,3.1415968
1459,3.1415968
1460,3.1415968
1461,3.1415968
1462,3.1415968
1463,3.1415968
1464,3.1415968
1465,3.1415968
1466,3.1415968
1467,3.1415968
1468,3.1415968
1469,3.1415968
1470,3.1415968
1471,3.1415968
1472,3.1415968
1473,3.1415968
1474,3.1415968
1475,3.1415968
1476,3.1415968
1477,3.1415968
1478,3.1415968
1479,3.1415968
1480,3.1415968
1481,3.1415968
1482,3.1415968
1483,3.1415968
1484,3.1415968
1485,3.1415968
1486,3.1415968
1487,3.1415968
1488,3.1415968
1489,3.1415968
1490,3.1415968
1491,3.1415968
1492,3.1415968
1493,3.1415968
1494,3.1415968
1495,3.1415968
1496,3.1415968
1497,3.1415968
1498,3.1415968
1499,3.1415968
1500,3.1415968
1501,3.1415968
1502,3.1415968
1503,3.1415968
1504,3.1415968
1505,3.1415968
1506,3.1415968
1507,3.1415968
1508,3.1415968
1509,3.1415968
1510,3.1415968
1511,3.1415968
1512,3.1415968
1513,3.1415968
1514,3.1415968
1515,3.1415968
1516,3.1415968
1517,3.1415968
1518,3.1415968
1519,3.1415968
1520,3.1415968
1521,3.1415968
1522,3.1415968
1523,3.1415968
1524,3.1415968
1525,3.1415968
1526,3.1415968
1527,3.1415968
1528,3.1415968
1529,3.1415968
1530,3.1415968
1531,3.1415968
1532,3.1415968
1533,3.1415968
1534,3.1415968
1535,3.1415968
1536,3.1415968
1537,3.1415968
1538,3.1415968
1539,3.1415968
1540,3.1415968
1541,3.1415968
1542,3.1415968
1543,3.1415968
1544,3.1415968
1545,3.1415968
1546,3.1415968
1547,3.1415968
1548,3.1415968
1549,3.1415968
1550,3.1415968
1551,3.1415968
1552,3.1415968
1553,3.1415968
1554,3.1415968
1555,3.1415968
1556,3.1415968
1557,3.1415968
1558,3.1415968
1559,3.1415968
1560,3.1415968
1561,3.1415968
1562,3.1415968
1563,3.1415968
1564,3.1415968
1565,3.1415968
1566,3.1415968
1567,3.1415968
1568,3.1415968
1569,3.1415968
1570,3.1415968
1571,3.1415968
1572,3.1415968
1573,3.1415968
1574,3.1415968
1575,3.1415968
1576,3.1415968
1577,3.1415968
1578,3.1415968
1579,3.1415968
1580,3.1415968
1581,3.1415968
1582,3.1415968
1583,3.1415968
1584,3.1415968
1585,3.1415968
1586,3.1415968
1587,3.1415968
1588,3.1415968
1589,3.1415968
1590,3.1415968
1591,3.1415968
1592,3.1415968
1593,3.1415968
1594,3.1415968
1595,3.1415968
1596,3.1415968
1597,3.1415968
1598,3.1415968
1599,3.1415968
1600,3.1415968
1601,3.1415968
1602,3.1415968
1603,3.1415968
1604,3.1415968
1605,3.1415968
1606,3.1415968
1607,3.1415968
1608,3.1415968
1609,3.1415968
1610,3.1415968
1611,3.1415968
1612,3.1415968
1613,3.1415968
1614,3.1415968
1615,3.1415968
1616,3.1415968
1617,3.1415968
1618,3.1415968
1619,3.1415968
1620,3.1415968
1621,3.1415968
1622,3.1415968
1623,3.1415968
1624,3.1415968
1625,3.1415968
1626,3.1415968
1627,3.1415968
1628,3.1415968
1629,3.1415968
1630,3.1415968
1631,3.1415968
1632,3.1415968
1633,3.1415968
1634,3.1415968
1635,3.1415968
1636,3.1415968
1637,3.1415968
1638,3.1415968
1639,3.1415968
1640,3.1415968
1641,3.1415968
1642,3.1415968
1643,3.1415968
1644,3.1415968
1645,3.1415968
1646,3.1415968
1647,3.1415968
1648,3.1415968
1649,3.1415968
1650,3.1415968
1651,3.1415968
1652,3.1415968
1653,3.1415968
1654,3.1415968
1655,3.1415968
1656,3.1415968
1657,3.1415968
1658,3.1415968
1659,3.1415968
1660,3.1415968
1661,3.1415968
1662,3.1415968
1663,3.1415968
1664,3.1415968
1665,3.1415968
1666,3.1415968
1667,3.1415968
1668,3.1415968
1669,3.1415968
1670,3.1415968
1671,3.1415968
1672,3.1415968
1673,3.1415968
1674,3.1415968
1675,3.1415968
1676,3.1415968
1677,3.1415968
1678,3.1415968
1679,3.1415968
1680,3.1415968
